t_since_mm,treatment_id,y_wetmass_mg,wetmass_mg,pretreatment_24D,num_sample
26.0,2,1.3114718763248698,270.2129450597813,0.03,17
26.0,3,1.155606996906376,238.09886860921932,0.3,17
16.0,1,1.0,186.9112958545513,0.0,18
16.0,2,1.074825036800675,200.89694044533,0.03,18
16.0,3,1.1524325512524038,215.4026615395534,0.3,18
26.0,1,1.0000000000000002,199.77011021399616,0.0,18
26.0,2,1.0126134910645435,202.28990871414325,0.03,18
26.0,3,0.8899362127873103,177.78265531194728,0.3,18
16.0,1,1.0,172.21362402195962,0.0,19
16.0,2,1.0811437439884466,186.1876822409201,0.03,19
16.0,3,1.019874346640617,175.63625728200893,0.3,19
26.0,1,1.0000000000000002,239.13382324650328,0.0,19
26.0,2,1.002247598220456,239.6713000020829,0.03,19
26.0,3,0.7974338457380837,190.6934043175103,0.3,19
16.0,1,0.9999999999999998,197.28740889505107,0.0,20
16.0,2,0.8346540065089965,164.666726268033,0.03,20
16.0,3,0.8362473412522059,164.98107115102323,0.3,20
26.0,1,1.0,223.0556819486112,0.0,20
26.0,2,1.1628754989771273,259.3859874456747,0.03,20
26.0,3,0.8782938637432144,195.90843672852324,0.3,20
16.0,1,1.0,186.40581005849816,0.0,21
16.0,2,1.0724803568331542,199.91656968731127,0.03,21
16.0,3,0.8965044793216448,167.11364368902332,0.3,21
26.0,1,1.0,197.86821272727434,0.0,21
26.0,2,1.128297435938371,223.2541970738918,0.03,21
26.0,3,1.1532704303065153,228.19555883596482,0.3,21
16.0,1,1.0,184.4354859028486,0.0,22
16.0,2,1.0448848184894122,192.71383921060448,0.03,22
16.0,3,0.9730713647686215,179.46888997924873,0.3,22
26.0,1,1.0,253.09523208407228,0.0,22
26.0,2,0.8090844026524158,204.77540466491615,0.03,22
26.0,3,0.7886986255619751,199.61586168099691,0.3,22
16.0,1,1.0000000000000002,181.52492819605024,0.0,23
16.0,2,0.8238890434366356,149.55639945134777,0.03,23
16.0,3,0.938257740418684,170.31716895888994,0.3,23
26.0,1,1.0,248.64892680146286,0.0,23
26.0,2,0.9644766720676656,239.81608943467148,0.03,23
26.0,3,0.8665762017340478,215.47324255285903,0.3,23
16.0,1,0.9999999999999997,204.78645149844448,0.0,24
16.0,2,0.900090635174357,184.32636720433754,0.03,24
16.0,3,0.8384457446751078,171.70232882598614,0.3,24
26.0,1,1.0000000000000002,219.3006212604759,0.0,24
26.0,2,1.0861651116498077,238.19668377625703,0.03,24
26.0,3,0.9115188040862267,199.89664002671554,0.3,24
16.0,1,0.9999999999999998,148.67454590085666,0.0,25
16.0,2,1.0580320845578417,157.3024397201739,0.03,25
16.0,3,0.9973300566001024,148.27759327829588,0.3,25
26.0,1,1.0,236.461718273795,0.0,25
26.0,2,0.961381094880449,227.32982561137322,0.03,25
26.0,3,1.0471573531039042,247.61262701798833,0.3,25
16.0,1,1.0000000000000002,192.49180723025978,0.0,26
16.0,2,0.8763094476438262,168.68238926991086,0.03,26
16.0,3,0.851778378965307,163.96035952669305,0.3,26
26.0,1,0.9999999999999998,228.74214101382958,0.0,26
26.0,2,0.9585623635919636,219.26360734330265,0.03,26
26.0,3,0.9431730897720753,215.7434319010934,0.3,26
16.0,1,1.0,175.8466367671131,0.0,27
16.0,2,0.9458529430683853,166.3250589148513,0.03,27
16.0,3,0.7727422158167819,135.88411973934774,0.3,27
26.0,1,1.0000000000000002,232.96168385432333,0.0,27
26.0,2,1.0463440531274428,243.7580725075266,0.03,27
26.0,3,0.8819806009745642,205.46768592988252,0.3,27
16.0,1,1.0000000000000002,179.37701167320125,0.0,28
16.0,2,1.0404612274344747,186.63482573902706,0.03,28
16.0,3,0.9878423681213144,177.1962119977798,0.3,28
26.0,1,1.0,242.37669374445574,0.0,28
26.0,2,0.9113181314031144,220.8822756388623,0.03,28
26.0,3,0.817711912654463,198.1943098246439,0.3,28
16.0,1,1.0,163.37157193928633,0.0,29
16.0,2,1.071523299349802,175.05644578434763,0.03,29
16.0,3,1.1097557951589618,181.30254872385223,0.3,29
